UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS
528ec7c7-b174-4ecf-a541-b191cd4d2138,[710-911] Lincolnshire Inquest UTF8.txt,"713 Thomas Boteler of Lincoln and John de Coryngham, clerks of John de Trehampton, assigned to collect wool, on 1 Aug. 1338 in St Martin’s parish, Lincoln, took 40s sterling from Robert Biry of Lincoln not to take 1 sack of wool, which they had found in his house, to the treachery of the king. [See 541 above and 874, 879 and 1058 below.]",char-offset:444,EVENT,,,,,,,,,
f8d52f1e-721e-4f78-9776-5d347c4491c0,[710-911] Lincolnshire Inquest UTF8.txt,Thomas Boteler,char-offset:448,PERSON,,,,,,,,,
fc126030-4030-4e09-9346-89bda4f641a4,[710-911] Lincolnshire Inquest UTF8.txt,Thomas Boteler,char-offset:448,PERSON,,,,,,,,,
f3053c52-cb54-4e95-aa58-3894a250db70,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:466,PERSON,,,,,,,,,
8e9d5919-ba8a-4f9c-b094-20f248f17937,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:466,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
0579e4ef-253f-415d-80a4-63c4ab023dd5,[710-911] Lincolnshire Inquest UTF8.txt,John de Coryngham,char-offset:478,PERSON,,,,,,,,,
4a025174-c583-44b8-93ee-ce7d8ae659b1,[710-911] Lincolnshire Inquest UTF8.txt,John de Coryngham,char-offset:478,PERSON,,,,,,,,,
1dac49f6-8fe4-404b-88d0-5acb5ee5fd63,[710-911] Lincolnshire Inquest UTF8.txt,John de Trehampton,char-offset:507,PERSON,,,,,,,,,
0d891304-2aaa-4fdc-ad77-e16bf85005be,[710-911] Lincolnshire Inquest UTF8.txt,John de Trehampton,char-offset:507,PERSON,,,,,,,,,
723cf9ff-7389-4946-9e59-a845d50eae0b,[710-911] Lincolnshire Inquest UTF8.txt,St,char-offset:571,PLACE,http://dare.ht.lu.se/places/40310,St. Ovídeo,,41.26556,-8.61242,,UNVERIFIED,,
b09d81bf-ac10-4fe3-9d69-0bd1ca71b5bf,[710-911] Lincolnshire Inquest UTF8.txt,"St Martin’s parish, Lincoln",char-offset:571,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,Parish in Lincoln
d878324b-247f-40b4-bceb-8692b7ee5912,[710-911] Lincolnshire Inquest UTF8.txt,Martin,char-offset:574,PLACE,http://sws.geonames.org/3058780,Martin,,49.06651,18.92399,,UNVERIFIED,,
2a4ddc67-4265-4582-9e9e-632305e7055c,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:591,PERSON,,,,,,,,,
8436af74-b220-460e-974f-c2e59a83087a,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:591,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
6278bfb8-3bbe-46dd-b3d4-331da40c559d,[710-911] Lincolnshire Inquest UTF8.txt,Robert Biry,char-offset:623,PERSON,,,,,,,,,
7c0d4e0c-0c70-4b9a-9ae4-02c3e461c65b,[710-911] Lincolnshire Inquest UTF8.txt,Robert Biry,char-offset:623,PERSON,,,,,,,,,
2af244e1-cc7c-4105-b4ba-be2aa51f6983,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:638,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
7eeee4b7-a2e1-467e-9206-c184dcd9a585,[710-911] Lincolnshire Inquest UTF8.txt,714 The same Thomas Boteler at the same time and in the same parish took 40s sterling from Richard Bagard not to take his wool to the treachery of the king. [See 1059 below.],char-offset:784,EVENT,,,,,,,,,
6d8714b6-5885-4897-bb34-efc98cdedf2e,[710-911] Lincolnshire Inquest UTF8.txt,Thomas Boteler,char-offset:797,PERSON,,,,,,,,,
490caebf-7aea-48b6-8640-3992da2ebb7f,[710-911] Lincolnshire Inquest UTF8.txt,Thomas Boteler,char-offset:797,PERSON,,,,,,,,,
fa700fa0-7faf-4ca7-8a40-776989569e4b,[710-911] Lincolnshire Inquest UTF8.txt,Richard Bagard,char-offset:875,PERSON,,,,,,,,,
375b7885-709f-4f6a-a4ac-cafb00b705a7,[710-911] Lincolnshire Inquest UTF8.txt,Richard Bagard,char-offset:875,PERSON,,,,,,,,,
62962979-f2c5-43ca-8c55-19287fb38bdd,[710-911] Lincolnshire Inquest UTF8.txt,"715 The same Thomas Boteler and John de Coryngham, wool collectors, at the same time in Holy Trinity parish, Lincoln, took more than 1 sack of wool (10 marks) from Robert de Baukewell against his will and without paying or giving either a tally or an indenture for it to Robert’s grave damage of £20 and against the peace.",char-offset:959,EVENT,,,,,,,,,
91ee3a3a-5886-4b55-8a67-d7e3e2802be9,[710-911] Lincolnshire Inquest UTF8.txt,Thomas Boteler,char-offset:972,PERSON,,,,,,,,,
c4939b42-abd6-4b13-83f8-301c9747ed0f,[710-911] Lincolnshire Inquest UTF8.txt,Thomas Boteler,char-offset:972,PERSON,,,,,,,,,
d05d7c48-c4fd-4373-8780-742469198989,[710-911] Lincolnshire Inquest UTF8.txt,John de Coryngham,char-offset:991,PERSON,,,,,,,,,
5ead8c4f-62a1-43dc-a6c9-0e0fd2078149,[710-911] Lincolnshire Inquest UTF8.txt,John de Coryngham,char-offset:991,PERSON,,,,,,,,,
ed0e21df-0034-4634-9e7f-fc525a78f374,[710-911] Lincolnshire Inquest UTF8.txt,"Holy Trinity parish, Lincoln",char-offset:1047,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
1f8c69ef-3aa7-465a-91a5-287f4405c81a,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:1068,PERSON,,,,,,,,,
1a11363e-91be-4293-9eed-5de3ad357d02,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:1068,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
dc468d51-2f46-42ca-a1a8-1351b210af78,[710-911] Lincolnshire Inquest UTF8.txt,Robert de Baukewell,char-offset:1123,PERSON,,,,,,,,,
40be1dbf-03eb-4ac5-a422-0cfe47906140,[710-911] Lincolnshire Inquest UTF8.txt,Robert de Baukewell,char-offset:1123,PERSON,,,,,,,,,
e207c8f6-47be-4d8e-b270-c97cf4ca7edb,[710-911] Lincolnshire Inquest UTF8.txt,Robert,char-offset:1230,PERSON,,,,,,,,,
43bdfd89-a77f-487d-a6a4-1e5e3dfbcac4,[710-911] Lincolnshire Inquest UTF8.txt,"716 Thomas de Barnby of Grantham, deputy of Roger de Wollesthorp of Grantham, wool collector, on 19 May 1338 at Brauncewell in the house of Robert Grayne of Brauncewell took wool (100s) belonging to Richard Bagard, who was in Lincoln, against his will and without paying or giving either a tally or an indenture for it to Richard’s grave damage of 10 marks and against the peace. [See 717, 875 and 876 below.]",char-offset:1282,EVENT,,,,,,,,,
a47a7f32-e84c-4855-bc45-13d029b19810,[710-911] Lincolnshire Inquest UTF8.txt,Thomas de Barnby,char-offset:1286,PERSON,,,,,,,,,
053b75c1-2745-4b7e-b3d6-fca095aa311e,[710-911] Lincolnshire Inquest UTF8.txt,Thomas de Barnby,char-offset:1286,PERSON,,,,,,,,,
9033565b-a557-42d5-8697-4067531ca426,[710-911] Lincolnshire Inquest UTF8.txt,Grantham,char-offset:1306,PLACE,http://sws.geonames.org/2648208,Grantham,,52.91149,-0.64184,,VERIFIED,,
4e1be09e-b008-40bf-acdf-5706dbb682da,[710-911] Lincolnshire Inquest UTF8.txt,Grantham,char-offset:1306,PERSON,,,,,,,,,
65f4a3ef-7e73-4400-b078-64529707425e,[710-911] Lincolnshire Inquest UTF8.txt,Roger de Wollesthorp,char-offset:1326,PERSON,,,,,,,,,
e9440549-9c76-4788-92df-c4344e18b0f2,[710-911] Lincolnshire Inquest UTF8.txt,Roger de Wollesthorp,char-offset:1326,PERSON,,,,,,,,,
f15dc1a6-7db5-4444-889f-40a93aa73651,[710-911] Lincolnshire Inquest UTF8.txt,Grantham,char-offset:1350,PLACE,http://sws.geonames.org/2648208,Grantham,,52.91149,-0.64184,,VERIFIED,,
ce31e18c-4ceb-442f-bf31-2a009dd8ec3b,[710-911] Lincolnshire Inquest UTF8.txt,Grantham,char-offset:1350,PLACE,http://sws.geonames.org/2648208,Grantham,,52.91149,-0.64184,,UNVERIFIED,,
48c13c23-3646-4add-902a-1b5fd8478f33,[710-911] Lincolnshire Inquest UTF8.txt,Brauncewell,char-offset:1394,PLACE,,,,,,,UNVERIFIED,,
c26c4cc2-ef83-4228-9784-3aaa64f2473a,[710-911] Lincolnshire Inquest UTF8.txt,Brauncewell,char-offset:1394,PLACE,,,,,,,NOT_IDENTIFIABLE,,"place name in Lincolnshire county, UK"
d0b16a37-6fbb-4e68-b76a-d05bc81f09e8,[710-911] Lincolnshire Inquest UTF8.txt,Robert Grayne,char-offset:1422,PERSON,,,,,,,,,
f86d86a2-8056-4bed-8235-c64fa3d2a812,[710-911] Lincolnshire Inquest UTF8.txt,Robert Grayne,char-offset:1422,PERSON,,,,,,,,,
1b31e9de-f851-47b0-8a02-86fa7e7cacfe,[710-911] Lincolnshire Inquest UTF8.txt,Brauncewell,char-offset:1439,PLACE,,,,,,,NOT_IDENTIFIABLE,,"place name in Lincolnshire county, UK"
122c659e-f645-4ddf-8861-f9221ac0b475,[710-911] Lincolnshire Inquest UTF8.txt,Brauncewell,char-offset:1439,PERSON,,,,,,,,,
8e0bab81-e22e-4ab1-b2f8-a7a888dd5247,[710-911] Lincolnshire Inquest UTF8.txt,Richard Bagard,char-offset:1481,PERSON,,,,,,,,,
103f481c-a54e-4dd8-ac0a-99b0bf8a150a,[710-911] Lincolnshire Inquest UTF8.txt,Richard Bagard,char-offset:1481,PERSON,,,,,,,,,
df2e0f8b-c5b1-4c5d-9fb0-65f866e7819f,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:1508,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
d92fe3d5-b9f8-4abb-89b5-a2a93b897441,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:1508,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
5a111461-b5a0-4542-ad0b-29e3cf3c6266,[710-911] Lincolnshire Inquest UTF8.txt,Richard,char-offset:1604,PERSON,,,,,,,,,
e568a0f2-1483-47b4-be71-b9ad76612769,[710-911] Lincolnshire Inquest UTF8.txt,"717 The same Thomas, deputy, at the same time in the house of John son of Stephen de Lesyngham took more than 1 sack of wool (100s) belonging to Richard Bagard, who was in Lincoln, against his will and without paying or giving either an indenture or a tally for it to Richard’s grave damage of 10 marks and against the peace. [See 716 above and 875 and 876 below.]",char-offset:1692,EVENT,,,,,,,,,
330b3eb8-3254-4ffd-b819-b113aa0c8fe0,[710-911] Lincolnshire Inquest UTF8.txt,Thomas,char-offset:1705,PERSON,,,,,,,,,
6a3c8f8c-6005-47ff-8b10-284a4a1e259e,[710-911] Lincolnshire Inquest UTF8.txt,Thomas,char-offset:1705,PERSON,,,,,,,,,Thomas de Barnby
e2cb9ec9-d6ee-4b74-a923-e2b5f74dfee0,[710-911] Lincolnshire Inquest UTF8.txt,John son of Stephen de Lesyngham,char-offset:1754,PERSON,,,,,,,,,
67a0c979-c4ab-4276-bad8-9ee3af142dec,[710-911] Lincolnshire Inquest UTF8.txt,John,char-offset:1754,PERSON,,,,,,,,,
d56831a3-b3b1-49e3-855c-30cf47b537ae,[710-911] Lincolnshire Inquest UTF8.txt,Stephen de Lesyngham,char-offset:1766,PERSON,,,,,,,,,
8c4c42a2-e73b-4d64-8089-6f965997db67,[710-911] Lincolnshire Inquest UTF8.txt,Richard Bagard,char-offset:1837,PERSON,,,,,,,,,
224efa95-c57b-4cc4-9ab7-fec845b69b7e,[710-911] Lincolnshire Inquest UTF8.txt,Richard Bagard,char-offset:1837,PERSON,,,,,,,,,
469b5a4b-1d5d-4f2c-aac8-99f07c90bf8f,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:1864,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
017556af-58a7-4dea-b3c8-5f0e87ac736a,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:1864,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
8b1c1e2f-de08-4919-bf7f-010125972b1e,[710-911] Lincolnshire Inquest UTF8.txt,Richard’s,char-offset:1960,PERSON,,,,,,,,,Richard Bagard
677abcd1-d329-4aef-b7ee-729c44ee9da7,[710-911] Lincolnshire Inquest UTF8.txt,Richard,char-offset:1960,PERSON,,,,,,,,,
b4e883e1-0824-47a8-b867-a1d21d2038cf,[710-911] Lincolnshire Inquest UTF8.txt,"718 Robert son of Henry de Severby of Lincoln on 25 Jan. 1339 in the parish of St John’s, Newport, Lincoln, entered the house of John de Tolyngham, ' Marginal note. threatened to beat and molest John and Alice his wife and took IV2 sacks of wool (10 marks sterling a sack) and V2 sack of fleece (50s) against their will, to John’s and Alice’s grave damage of £20 and against the peace.",char-offset:2057,EVENT,,,,,,,,,
2e2ab0dc-2e6b-4d7b-b0f0-9daeb2d2f0ea,[710-911] Lincolnshire Inquest UTF8.txt,Robert son of Henry de Severby,char-offset:2061,PERSON,,,,,,,,,
753f53fc-7b12-49d0-9adf-60d3126a8708,[710-911] Lincolnshire Inquest UTF8.txt,Robert,char-offset:2061,PERSON,,,,,,,,,
559c88e2-8509-4a5c-9426-711b756b7ecd,[710-911] Lincolnshire Inquest UTF8.txt,Henry de Severby,char-offset:2075,PERSON,,,,,,,,,
e921451e-194e-4abe-bba8-612c72ca9264,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:2095,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
fd289d56-c94e-47d9-bc60-a39c917561be,[710-911] Lincolnshire Inquest UTF8.txt,"St John’s, Newport, Lincoln",char-offset:2136,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,Parish in Lincoln
d96e31b8-3f8c-4af2-b5d4-521cd9b74906,[710-911] Lincolnshire Inquest UTF8.txt,Newport,char-offset:2147,PLACE,http://sws.geonames.org/2962257,Newport,,52.71111,-8.40972,,UNVERIFIED,,
4f24d874-5491-4666-b2a6-5bf8c430c9af,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:2156,PERSON,,,,,,,,,
f7229c98-43c9-421a-8b99-c571afcab7bc,[710-911] Lincolnshire Inquest UTF8.txt,John de Tolyngham,char-offset:2186,PERSON,,,,,,,,,
1f025218-2683-420f-a0ae-ba2d7dbd270b,[710-911] Lincolnshire Inquest UTF8.txt,John de Tolyngham,char-offset:2186,PERSON,,,,,,,,,
3a6413b7-0ee8-4631-95f7-3050280a277b,[710-911] Lincolnshire Inquest UTF8.txt,John,char-offset:2253,PERSON,,,,,,,,,
80b53ea4-b3ab-4ef6-a089-2ce79a6ce461,[710-911] Lincolnshire Inquest UTF8.txt,John,char-offset:2253,PERSON,,,,,,,,,John de Tolyngham
4907ed3f-01f6-4c88-85dd-acde8e674871,[710-911] Lincolnshire Inquest UTF8.txt,Alice his wife,char-offset:2262,PERSON,,,,,,,,,
69b2291d-27e4-4880-85b6-de429c3424eb,[710-911] Lincolnshire Inquest UTF8.txt,Alice,char-offset:2262,PERSON,,,,,,,,,
dcdf2419-bb07-4b14-83d9-03a094fc51b7,[710-911] Lincolnshire Inquest UTF8.txt,John,char-offset:2382,PERSON,,,,,,,,,
5e5e279c-95ae-4eec-a837-a411957578c6,[710-911] Lincolnshire Inquest UTF8.txt,Alice,char-offset:2393,PERSON,,,,,,,,,
ece0cd01-cf37-490e-9b44-3d1a92bad9fa,[710-911] Lincolnshire Inquest UTF8.txt,"719 The same Robert de Severby, collector of wheat, malt and other victuals, in 12 Edward III in the parish of St Mary Magdelene, Lincoln Bail, came to the house of John Baker and took 6 quarters of malt (3s 6d a quarter) and 10s and at the house of Ralph de Mamesfeld in Eastgate took 6 quarters of malt (3s 6d a quarter), took 6 quarters of malt (3s 6d a quarter) from Robert de Appelby, 11 quarters of malt (3s 6d a quarter) and 13s 4d from Adam de Tatirsale, 2 quarters 1 bushel of malt from Peter de Thornton and 200 quarters of grain and malt and 100s sterling from many others to their grave damage and to the treachery of the king.",char-offset:2444,EVENT,,,,,,,,,
11934d66-75c0-4f1d-8d4f-7c3358bc159e,[710-911] Lincolnshire Inquest UTF8.txt,Robert de Severby,char-offset:2457,PERSON,,,,,,,,,
55832b6c-456f-4622-a49f-0caa27f7a4e6,[710-911] Lincolnshire Inquest UTF8.txt,Robert de Severby,char-offset:2457,PERSON,,,,,,,,,Son of Henry
d50c06a4-ae00-4dd1-9a7a-b0c58db14410,[710-911] Lincolnshire Inquest UTF8.txt,Edward III,char-offset:2527,PERSON,,,,,,,,,
65939cc5-3543-4b76-8999-c3c2ac47dc10,[710-911] Lincolnshire Inquest UTF8.txt,Mary Magdelene,char-offset:2558,PERSON,,,,,,,,,
62ac6680-c051-4e5b-83bf-86f412bfb795,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln Bail,char-offset:2574,PERSON,,,,,,,,,
c62a7483-ccc3-41b9-9a19-d633309d2f80,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:2574,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
35564d9a-cf4f-403d-9c8c-ccb764617af5,[710-911] Lincolnshire Inquest UTF8.txt,John Baker,char-offset:2609,PERSON,,,,,,,,,
60e39266-5f51-4c86-998a-ef7d0fe63872,[710-911] Lincolnshire Inquest UTF8.txt,John Baker,char-offset:2609,PERSON,,,,,,,,,
89e80151-2036-41eb-ab25-8bdbc89af68a,[710-911] Lincolnshire Inquest UTF8.txt,Ralph de Mamesfeld,char-offset:2694,PERSON,,,,,,,,,
818c6e92-589b-4470-9d1f-36231e537fb7,[710-911] Lincolnshire Inquest UTF8.txt,Ralph de Mamesfeld,char-offset:2694,PERSON,,,,,,,,,
28e1dadb-1d9c-403b-a776-03967b511d33,[710-911] Lincolnshire Inquest UTF8.txt,Eastgate,char-offset:2716,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,Eastgate in Lincoln
66abc05e-9899-475b-8202-1ec54dfb00c6,[710-911] Lincolnshire Inquest UTF8.txt,Robert de Appelby,char-offset:2815,PERSON,,,,,,,,,
5ba48237-2ccd-47c6-a935-111fc602b6db,[710-911] Lincolnshire Inquest UTF8.txt,Robert de Appelby,char-offset:2815,PERSON,,,,,,,,,
80a9dbde-ce04-4c81-8099-4d9121efa65a,[710-911] Lincolnshire Inquest UTF8.txt,Adam de Tatirsale,char-offset:2888,PERSON,,,,,,,,,
aed6ebd8-9011-47fd-b1c3-509a2c46595a,[710-911] Lincolnshire Inquest UTF8.txt,Adam de Tatirsale,char-offset:2888,PERSON,,,,,,,,,
ae5c49d0-fcfd-4f54-9fb3-d42625cd19ca,[710-911] Lincolnshire Inquest UTF8.txt,Peter de Thornton,char-offset:2940,PERSON,,,,,,,,,
d28b36c6-baca-49cb-855c-da28203fc803,[710-911] Lincolnshire Inquest UTF8.txt,Peter de Thornton,char-offset:2940,PERSON,,,,,,,,,
507ade0b-6a8c-4ed6-950c-8efd8e399347,[710-911] Lincolnshire Inquest UTF8.txt,"720 Thomas de Carlton and his confederates during the last week of September1 expelled the mayor of the city of Lincoln from power and administered the mayor’s office in return for large gifts and would not allow suits against his will to be heard in the city court against the peace, to the treachery of the king, in breach of the liberty of the city and to the irreparable damage of the city officials. Thomas’ confederates were Hugh de Stokes, John Judkyn, Walter de Kelby, John Alisaundre, Thomas de Humberstan, John de Retford, Alan Faukes and John his son, Hugh de Wygthorp, William de Parys, David son of Henry de St Botulph and many others. Thomas de Carlton was the leader of many malefactors in the city who were not afraid to wander day and night in alleys, streets, inns and other places, first arguing with peaceful men and then assaulting, beating, wounding, badly treating, robbing and attacking them against the peace. If any of the victims attempted to gain redress, Thomas would not let them unless they paid bribes.",char-offset:3084,EVENT,,,,,,,,,
4f86c11a-ec23-4511-a29d-2e48ecf348f8,[710-911] Lincolnshire Inquest UTF8.txt,Thomas de Carlton,char-offset:3088,PERSON,,,,,,,,,
29bd5ee7-9bb8-4ab4-9a16-575eb74a4dd3,[710-911] Lincolnshire Inquest UTF8.txt,Thomas de Carlton,char-offset:3088,PERSON,,,,,,,,,
b7f6ae7a-170c-4a95-87e6-8c9da1652786,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:3196,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
263b870c-e159-4a32-a088-38fd3afda567,[710-911] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:3196,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
ac3c7b1d-e8b1-4ec9-8a3a-2001e4d0e13c,[710-911] Lincolnshire Inquest UTF8.txt,Thomas,char-offset:3489,PERSON,,,,,,,,,
e9cccbc2-f7b4-42d8-b3fe-da7f3da30c36,[710-911] Lincolnshire Inquest UTF8.txt,Hugh de Stokes,char-offset:3515,PERSON,,,,,,,,,
5daf67a1-3428-4776-a955-19e89fc91003,[710-911] Lincolnshire Inquest UTF8.txt,Hugh de Stokes,char-offset:3515,PERSON,,,,,,,,,
5b5fc537-69f8-4ce1-9030-360ebe60355f,[710-911] Lincolnshire Inquest UTF8.txt,John Judkyn,char-offset:3531,PERSON,,,,,,,,,
c59baf0e-f5f5-40a3-89a4-7bfabfcbd606,[710-911] Lincolnshire Inquest UTF8.txt,Walter de Kelby,char-offset:3544,PERSON,,,,,,,,,
dd721593-36fe-48ad-b284-4a3be027eb89,[710-911] Lincolnshire Inquest UTF8.txt,John Alisaundre,char-offset:3561,PERSON,,,,,,,,,
939f5242-9585-48fb-b01a-2a2c154e27b0,[710-911] Lincolnshire Inquest UTF8.txt,Thomas de Humberstan,char-offset:3578,PERSON,,,,,,,,,
bd84d280-88b8-480f-b564-1c3fadb72972,[710-911] Lincolnshire Inquest UTF8.txt,John de Retford,char-offset:3600,PERSON,,,,,,,,,
