"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"4c3cc53f-4eff-4b6e-bb24-b76fd1613ea0","[911-1112] Lincolnshire Inquest UTF8.txt","Thomas de Bameby","char-offset:2526","PERSON","","","","","","","","",""
"74360667-204e-406e-ae32-f5a8bf16029f","[911-1112] Lincolnshire Inquest UTF8.txt","Fishtoft","char-offset:2661","PLACE","","","","","","","UNVERIFIED","",""
"8fe64aa8-d2e9-4cfa-8e5e-806fcb274738","[911-1112] Lincolnshire Inquest UTF8.txt","929 Henry de Tichewell and Thomas de Bamby extorted 5 stones of wool more than the assessment [of wool] from the vill of Leverton.","char-offset:2671","EVENT","","","","","","","","",""
"42925b68-bfa3-4f03-a742-4255e6b38814","[911-1112] Lincolnshire Inquest UTF8.txt","Henry de Tichewell","char-offset:2675","PERSON","","","","","","","","",""
"0b08a12a-2a03-4bd6-9a84-d1b8ac5ef76a","[911-1112] Lincolnshire Inquest UTF8.txt","Thomas de Bamby","char-offset:2698","PERSON","","","","","","","","",""
"9c39607a-e652-4978-8447-eed19be72010","[911-1112] Lincolnshire Inquest UTF8.txt","Leverton","char-offset:2792","PLACE","","","","","","","NOT_IDENTIFIABLE","",""
"5f8aa689-044b-4db0-a7d2-81176532cfec","[911-1112] Lincolnshire Inquest UTF8.txt","930 Roger Reynold of Long Bennington on 17 Nov. 1339 at Leverton took 2 carpets and 2 linen cloths (40d) from William de Bloxham and kept them until William paid a fine of 3s.","char-offset:2802","EVENT","","","","","","","","",""
"fcb6d1be-8bb9-4da1-9448-d3cd75d43c55","[911-1112] Lincolnshire Inquest UTF8.txt","Roger Reynold","char-offset:2806","PERSON","","","","","","","","",""
"3b0eb455-4cca-4263-910b-46e61a8be015","[911-1112] Lincolnshire Inquest UTF8.txt","Long Bennington","char-offset:2823","PLACE","http://sws.geonames.org/2643720","Long Bennington","","52.99314","-0.75803","","UNVERIFIED","",""
"5f965722-a764-4cae-9e64-8f4546d1f50f","[911-1112] Lincolnshire Inquest UTF8.txt","Leverton","char-offset:2858","PLACE","","","","","","","NOT_IDENTIFIABLE","",""
"7a7c44a9-89fc-4d88-989e-109151fc5d81","[911-1112] Lincolnshire Inquest UTF8.txt","William de Bloxham","char-offset:2912","PERSON","","","","","","","","",""
"af0c14cf-5385-4c7d-94c7-47cab94b39eb","[911-1112] Lincolnshire Inquest UTF8.txt","William","char-offset:2951","PERSON","","","","","","","","",""
"8dcc44e3-2898-4382-b409-011058f9cd85","[911-1112] Lincolnshire Inquest UTF8.txt","931 Reynold de Donyngton, former sheriff of Lincolnshire, on 20 July 1337 at Long Bennington seized Ralph son of Geoffrey de Benyngton, Simon Haverman of Long Bennington, John de Seldyk, Ralph son of John de Benyngton and Gilbert Smyth and imprisoned them until each of them paid a fine of ¥2 mark. [Reynold outlawed for nonappearance: see 398 above.]","char-offset:2978","EVENT","","","","","","","","",""
"4f354a51-423d-4427-a941-c44a194cbb71","[911-1112] Lincolnshire Inquest UTF8.txt","Reynold de Donyngton","char-offset:2982","PERSON","","","","","","","","",""
"a745210e-ce0b-483e-b9c7-45d1bc92279c","[911-1112] Lincolnshire Inquest UTF8.txt","Lincolnshire","char-offset:3022","PLACE","http://geo-kima.org/place/7074","Lincolnshire (England)","","","","","UNVERIFIED","",""
"eba69e02-75ed-4bac-b5a6-aba0a2257021","[911-1112] Lincolnshire Inquest UTF8.txt","Long Bennington","char-offset:3055","PLACE","http://sws.geonames.org/2643720","Long Bennington","","52.99314","-0.75803","","UNVERIFIED","",""
"ed4279a3-a221-4b77-85b6-cb7f3329bdf8","[911-1112] Lincolnshire Inquest UTF8.txt","Ralph","char-offset:3078","PERSON","","","","","","","","",""
"7fdebcdd-af33-4e66-985e-6ea981a02b29","[911-1112] Lincolnshire Inquest UTF8.txt","Geoffrey de Benyngton","char-offset:3091","PERSON","","","","","","","","",""
"c30d56a0-8232-4ebd-9f8b-eb83c7f8fd7f","[911-1112] Lincolnshire Inquest UTF8.txt","Simon Haverman","char-offset:3114","PERSON","","","","","","","","",""
"d9147592-0ce9-4e22-bc63-eb8e1f1f580c","[911-1112] Lincolnshire Inquest UTF8.txt","Long Bennington","char-offset:3132","PLACE","http://sws.geonames.org/2643720","Long Bennington","","52.99314","-0.75803","","UNVERIFIED","",""
"d660b9cb-86c5-42db-a905-f2e1a30b33d1","[911-1112] Lincolnshire Inquest UTF8.txt","John de Seldyk","char-offset:3149","PERSON","","","","","","","","",""
"de59def0-5429-4ee0-a3b7-7a37e4496c57","[911-1112] Lincolnshire Inquest UTF8.txt","Ralph","char-offset:3165","PERSON","","","","","","","","",""
"c3d5cee0-bfc6-4b25-8927-c3c899fe7784","[911-1112] Lincolnshire Inquest UTF8.txt","John de Benyngton","char-offset:3178","PERSON","","","","","","","","",""
"8e02e9ea-2983-4b42-9a6f-0e5a151c6b52","[911-1112] Lincolnshire Inquest UTF8.txt","Gilbert Smyth","char-offset:3200","PERSON","","","","","","","","",""
"4c1d6bfd-33b7-488c-9ba5-d88272d382b6","[911-1112] Lincolnshire Inquest UTF8.txt","Reynold","char-offset:3278","PERSON","","","","","","","","",""
"fe5f724e-793a-44ab-846d-a9f1bacdbda0","[911-1112] Lincolnshire Inquest UTF8.txt","932 Henry de Tichewell and Thomas de Bamby of Grantham on 10 Aug. 1338 at Boston extorted 10 stones of wool more than the assessment [of wool] from the vill of Long Bennington.","char-offset:3330","EVENT","","","","","","","","",""
"0ee104fc-eef0-4816-9b8f-48886cd5427f","[911-1112] Lincolnshire Inquest UTF8.txt","Henry de Tichewell","char-offset:3334","PERSON","","","","","","","","",""
"26bb13ea-2f59-4851-9d32-252f0d00cab6","[911-1112] Lincolnshire Inquest UTF8.txt","Thomas de Bamby","char-offset:3357","PERSON","","","","","","","","",""
"14fc6ffd-3155-48d0-83a6-b485228ebf64","[911-1112] Lincolnshire Inquest UTF8.txt","Grantham","char-offset:3376","PLACE","http://sws.geonames.org/2648208","Grantham","","52.91149","-0.64184","","VERIFIED","",""
"e325ac28-1ef8-4013-9a94-ffb17970c840","[911-1112] Lincolnshire Inquest UTF8.txt","Boston","char-offset:3404","PLACE","http://sws.geonames.org/1723862","Boston","","7.87111","126.36417","","UNVERIFIED","",""
"4f5c508a-d1f0-40c4-b649-ec54e9a29999","[911-1112] Lincolnshire Inquest UTF8.txt","Long Bennington","char-offset:3490","PLACE","http://sws.geonames.org/2643720","Long Bennington","","52.99314","-0.75803","","UNVERIFIED","",""
"d1c45026-f860-4fee-9593-21b9d890d5ca","[911-1112] Lincolnshire Inquest UTF8.txt","933 Joseph son of Alan son of Benedict and Ranulph his brother on 11 Oct. 1339 at Boston beat Richard son of Ralph Pynder and John son of Thomas son of Hawis and are common malefactors. [See 255 above.]","char-offset:3507","EVENT","","","","","","","","",""
"c0273cce-bc80-4fde-b856-21ab593e546c","[911-1112] Lincolnshire Inquest UTF8.txt","Joseph son of Alan son of Benedict","char-offset:3511","PERSON","","","","","","","","",""
"dd89e4e6-bdf4-42a8-b529-aec302ec8a9d","[911-1112] Lincolnshire Inquest UTF8.txt","Ranulph","char-offset:3550","PERSON","","","","","","","","",""
"526a7a9b-99be-4987-8b54-6f2589e00cbc","[911-1112] Lincolnshire Inquest UTF8.txt","Boston","char-offset:3589","PLACE","http://sws.geonames.org/1723862","Boston","","7.87111","126.36417","","UNVERIFIED","",""
"b782d70f-7b6f-420b-91f9-446259c53c75","[911-1112] Lincolnshire Inquest UTF8.txt","Richard","char-offset:3601","PERSON","","","","","","","","",""
"bea47f97-afcf-4032-984d-81087f55efec","[911-1112] Lincolnshire Inquest UTF8.txt","Ralph Pynder","char-offset:3616","PERSON","","","","","","","","",""
"9d13d633-3973-4b76-9d5b-967781d2914d","[911-1112] Lincolnshire Inquest UTF8.txt","John son of Thomas","char-offset:3633","PERSON","","","","","","","","",""
"1d86398f-7193-4dbe-a3b0-cc1ceb7bbd76","[911-1112] Lincolnshire Inquest UTF8.txt","Hawis","char-offset:3659","PERSON","","","","","","","","",""
"de110a8f-bff8-47ad-b567-6543d04d7c4e","[911-1112] Lincolnshire Inquest UTF8.txt","934 Master Ralph de Waldegrave, commissary of the bishop, on 6 July 1334 at Boston took 11 marks from William Pellesone and John Gezors, executors of the will of John Pellesone, before he would prove the will.","char-offset:3710","EVENT","","","","","","","","",""
"f773a3de-c0a7-4aa3-a650-323da0ecc257","[911-1112] Lincolnshire Inquest UTF8.txt","Ralph de Waldegrave","char-offset:3721","PERSON","","","","","","","","",""
"ba2ad042-0af9-4fd3-b221-7fbd06c76d24","[911-1112] Lincolnshire Inquest UTF8.txt","Boston","char-offset:3786","PLACE","http://sws.geonames.org/1723862","Boston","","7.87111","126.36417","","UNVERIFIED","",""
"7743472c-cfa0-41d3-ab03-f11ec42d5bd8","[911-1112] Lincolnshire Inquest UTF8.txt","William Pellesone","char-offset:3812","PERSON","","","","","","","","",""
"a035680f-20ad-4e7b-8e23-209bdd56b5b1","[911-1112] Lincolnshire Inquest UTF8.txt","John Gezors","char-offset:3834","PERSON","","","","","","","","",""
"76f4506c-29d4-4c39-b8c0-f9c470615632","[911-1112] Lincolnshire Inquest UTF8.txt","John Pellesone","char-offset:3872","PERSON","","","","","","","","",""
"44f06174-ca6f-484d-a061-b02ee7e4847b","[911-1112] Lincolnshire Inquest UTF8.txt","935 William, parson of Hinton, on 20 July 1338 extorted 13s 4d for acquittance of the receipt of wool from the vill of Boston.","char-offset:3920","EVENT","","","","","","","","",""
"a9186f3b-bff2-41e6-9613-64419b459db6","[911-1112] Lincolnshire Inquest UTF8.txt","William","char-offset:3924","PERSON","","","","","","","","",""
"da72a25e-4e32-4288-bcf3-e5cb2a733fcd","[911-1112] Lincolnshire Inquest UTF8.txt","Hinton","char-offset:3943","PLACE","","","","","","","NOT_IDENTIFIABLE","",""
