"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"38b3fa7a-5786-4629-af6f-ac55319e48c9","[577-710] Lincolnshire Inquest UTF8.txt","585 John de Bulyngbrok, former sheriff of Lincolnshire, on 28 July 1337 at Lincoln took 100s from William de Waterton and his fellows to empanel a jury in a suit between William and his fellows and John de Hardeshill.","char-offset:1488","EVENT","","","","","","","","",""
"30b9ff5c-74ae-4823-9532-033a66561969","[577-710] Lincolnshire Inquest UTF8.txt","John de Bulyngbrok","char-offset:1492","PERSON","","","","","","","","",""
"2358fc71-714c-4de5-9b1c-4da925fcc3e7","[577-710] Lincolnshire Inquest UTF8.txt","Lincolnshire","char-offset:1530","PLACE","http://geo-kima.org/place/7074","Lincolnshire (England)","","","","","UNVERIFIED","",""
"38a4d88a-b5e9-4e20-a958-91a4f6650555","[577-710] Lincolnshire Inquest UTF8.txt","Lincoln","char-offset:1563","PLACE","http://sws.geonames.org/2644487","Lincoln","","53.22683","-0.53792","","VERIFIED","",""
"5f160006-a5e5-4d9a-bd6a-2be898e1d4c4","[577-710] Lincolnshire Inquest UTF8.txt","William de Waterton","char-offset:1586","PERSON","","","","","","","","",""
"20f7725f-079a-40a3-8eb6-2540c153ace1","[577-710] Lincolnshire Inquest UTF8.txt","William","char-offset:1658","PERSON","","","","","","","","",""
"6dd09d87-49bc-455b-ad63-35b7625d2f2f","[577-710] Lincolnshire Inquest UTF8.txt","John de Hardeshill","char-offset:1686","PERSON","","","","","","","","",""
"2153d6d1-27fe-497d-9361-2908eaf8b91f","[577-710] Lincolnshire Inquest UTF8.txt","586 The same John de Bullyngbrok on 5 May 1337 took 40s from Nicholas de Redynges, parson of Waddington, to suspend a suit for 200 marks between Nicholas and John de Bliton, deceased. John de Bullingbrok had falsely reported that John de Bliton would appear.","char-offset:1706","EVENT","","","","","","","","",""
"55b5f534-488e-4d34-b95c-aad49c251914","[577-710] Lincolnshire Inquest UTF8.txt","John de Bullyngbrok","char-offset:1719","PERSON","","","","","","","","",""
"9cc98dde-4b2d-4a91-b900-58964b01a32c","[577-710] Lincolnshire Inquest UTF8.txt","Nicholas de Redynges","char-offset:1767","PERSON","","","","","","","","",""
"c9132d78-e6f3-4902-9d11-191845b011e3","[577-710] Lincolnshire Inquest UTF8.txt","Waddington","char-offset:1799","PLACE","http://sws.geonames.org/2634923","Waddington","","53.16667","-0.53333","","VERIFIED","",""
"b7b2a44a-d065-45f3-8e69-223f07203658","[577-710] Lincolnshire Inquest UTF8.txt","Nicholas","char-offset:1851","PERSON","","","","","","","","",""
"75972e48-de32-44a1-bfbe-ed45b7f7d37d","[577-710] Lincolnshire Inquest UTF8.txt","John de Bliton","char-offset:1864","PERSON","","","","","","","","",""
"874cce50-9542-4528-88c7-ce115d782925","[577-710] Lincolnshire Inquest UTF8.txt","John de Bullingbrok","char-offset:1890","PERSON","","","","","","","","",""
"3d838185-a085-42ad-9ab2-50e5e7c5a50d","[577-710] Lincolnshire Inquest UTF8.txt","John de Bliton","char-offset:1936","PERSON","","","","","","","","",""
"0d416dd8-b138-4352-8f35-8bd98fa4cda8","[577-710] Lincolnshire Inquest UTF8.txt","587 Roger de Wollesthorp, wool collector in Lincolnshire, on 14 Sept. 1338 at Lincoln took 5 stones IVi lbs of wool (4s a stone) in excess of the assessed 35 stones 21/? lbs of wool, 6d for entry to the house where the wool was taken, and 8d for acquittance from the vill of Garthorpe.","char-offset:1965","EVENT","","","","","","","","",""
"adc8cf1c-03c6-4efd-ac11-9ecae9d81641","[577-710] Lincolnshire Inquest UTF8.txt","Roger de Wollesthorp","char-offset:1969","PERSON","","","","","","","","",""
"358670d6-34aa-4cb1-9bab-722f04f545fc","[577-710] Lincolnshire Inquest UTF8.txt","Lincolnshire","char-offset:2009","PLACE","http://geo-kima.org/place/7074","Lincolnshire (England)","","","","","UNVERIFIED","",""
"f17da3c6-c8a2-43aa-a188-2478f556140b","[577-710] Lincolnshire Inquest UTF8.txt","Lincoln","char-offset:2043","PLACE","http://sws.geonames.org/2644487","Lincoln","","53.22683","-0.53792","","VERIFIED","",""
"c6aa0164-f496-4559-bb51-81d66c0ed255","[577-710] Lincolnshire Inquest UTF8.txt","Garthorpe","char-offset:2240","PLACE","","","","","","","UNVERIFIED","",""
"0b1ddeff-53e2-4a77-a6ee-5d64c3c741be","[577-710] Lincolnshire Inquest UTF8.txt","588 Robert de Grenefeld on 1 July 1336 at Crowle took 6s 8d from the vill of Crowle to view the body of Richard de Helpeston, killed.","char-offset:2251","EVENT","","","","","","","","",""
"cae8b99b-dae3-4652-b39f-f4fcfa2e98ba","[577-710] Lincolnshire Inquest UTF8.txt","Robert de Grenefeld","char-offset:2255","PERSON","","","","","","","","",""
"0f8413cb-d4cb-4bea-9e71-b3530e22582a","[577-710] Lincolnshire Inquest UTF8.txt","Crowle","char-offset:2293","PLACE","http://sws.geonames.org/2651841","Crowle","","53.60753","-0.83256","","UNVERIFIED","",""
"1207ab56-94fe-4053-8479-67eff6cdd431","[577-710] Lincolnshire Inquest UTF8.txt","Crowle","char-offset:2328","PLACE","http://sws.geonames.org/2651841","Crowle","","53.60753","-0.83256","","UNVERIFIED","",""
"cb325a7a-9f36-4241-b752-bc21e1916a22","[577-710] Lincolnshire Inquest UTF8.txt","Richard de Helpeston","char-offset:2355","PERSON","","","","","","","","",""
"62eb7e65-7742-4ca5-9444-59847c76381d","[577-710] Lincolnshire Inquest UTF8.txt","589 The same Robert on 8 Sept. 1333 at Garthorpe took 4s 8d from the vill of Garthorpe to view the body of John Gold, drowned.","char-offset:2385","EVENT","","","","","","","","",""
"cd21646f-3f57-492e-ad5d-d303143e4203","[577-710] Lincolnshire Inquest UTF8.txt","Robert","char-offset:2398","PERSON","","","","","","","","",""
"6b1c5daa-1331-464d-b84e-7c28d98319b1","[577-710] Lincolnshire Inquest UTF8.txt","Garthorpe","char-offset:2424","PLACE","","","","","","","UNVERIFIED","",""
"33a533a7-dff4-43bd-baaf-bfc729e780d9","[577-710] Lincolnshire Inquest UTF8.txt","Garthorpe","char-offset:2462","PLACE","","","","","","","UNVERIFIED","",""
"8490eb06-e764-4f42-8ee5-1a1c73bdb246","[577-710] Lincolnshire Inquest UTF8.txt","John Gold","char-offset:2492","PERSON","","","","","","","","",""
"3c392c0d-dcea-4049-aecb-6c5f9d0373cb","[577-710] Lincolnshire Inquest UTF8.txt","590 [The same Robert] on 25 Jan. 1337 took 3s 4d from Agnes widow of William atte Lane to view the body of William atte Lane, drowned. [See 728 below.]","char-offset:2512","EVENT","","","","","","","","",""
"060e8854-4a94-4fbf-8ee6-3b203ff7824b","[577-710] Lincolnshire Inquest UTF8.txt","Robert","char-offset:2526","PERSON","","","","","","","","",""
"91ccdabe-fb49-4142-a339-50b1c15eb0a2","[577-710] Lincolnshire Inquest UTF8.txt","Agnes","char-offset:2566","PERSON","","","","","","","","",""
"58217327-0b00-4023-849f-4f87a0b2cde5","[577-710] Lincolnshire Inquest UTF8.txt","William atte Lane","char-offset:2581","PERSON","","","","","","","","",""
"c0745642-5dc8-4960-986e-13a721b73fa2","[577-710] Lincolnshire Inquest UTF8.txt","William atte Lane","char-offset:2619","PERSON","","","","","","","","",""
"b4523289-5c7c-419e-b03a-ad7edaddc48e","[577-710] Lincolnshire Inquest UTF8.txt","591 The same Robert on 30 May 1340 took 5s from Richard son of Peter de Wadyngham to view the body of Richard son of Richard de Wadyngham, killed at Waddingham.","char-offset:2667","EVENT","","","","","","","","",""
"d8dfbb9e-fbcb-4a93-8ae5-ca4e2dbadf65","[577-710] Lincolnshire Inquest UTF8.txt","Robert","char-offset:2680","PERSON","","","","","","","","",""
"f6ba763d-07ca-426b-911c-427b3e22226b","[577-710] Lincolnshire Inquest UTF8.txt","Richard","char-offset:2715","PERSON","","","","","","","","",""
"47f7774e-d3e2-4949-990c-fd0d77065362","[577-710] Lincolnshire Inquest UTF8.txt","Peter de Wadyngham","char-offset:2730","PERSON","","","","","","","","",""
"b4ab828e-367f-486a-8bba-ba327af25645","[577-710] Lincolnshire Inquest UTF8.txt","Richard","char-offset:2769","PERSON","","","","","","","","",""
"7ecda44e-bd6f-46cd-a580-fb8c7104605f","[577-710] Lincolnshire Inquest UTF8.txt","Richard de Wadyngham","char-offset:2784","PERSON","","","","","","","","",""
"beb45dba-debc-4cba-aa71-4bae94cd0c0f","[577-710] Lincolnshire Inquest UTF8.txt","Waddingham","char-offset:2816","PLACE","http://dare.ht.lu.se/places/39032","Waddingham","","53.44355","-0.544176","","UNVERIFIED","",""
"1323a588-f03b-44c1-897c-fdc12dac721e","[577-710] Lincolnshire Inquest UTF8.txt","592 William Godwyn, servant of the abbot of Thornton, on 3 Feb. 1340 at Great or Little Limber beat, wounded and maimed Robert atte Welle.","char-offset:2828","EVENT","","","","","","","","",""
"9e642fb3-bfc3-4a07-adc3-570c530594c2","[577-710] Lincolnshire Inquest UTF8.txt","William Godwyn","char-offset:2832","PERSON","","","","","","","","",""
"cad40c04-00a4-4e08-a839-aaf21231f7de","[577-710] Lincolnshire Inquest UTF8.txt","Thornton","char-offset:2872","PERSON","","","","","","","","",""
"3d1e5956-275e-4b23-97e8-6a9dbe2bda61","[577-710] Lincolnshire Inquest UTF8.txt","Great or Little Limber","char-offset:2900","PLACE","","","","","","","NOT_IDENTIFIABLE","",""
"c6ceb80e-5e48-47b4-8fa8-544829a44b3c","[577-710] Lincolnshire Inquest UTF8.txt","Robert atte Welle","char-offset:2948","PERSON","","","","","","","","",""
"637aeffa-5183-418d-8eaa-e2e6c594be85","[577-710] Lincolnshire Inquest UTF8.txt","593 The same William on 2 Oct. 1338 beat, wounded and badly treated Hugh Dampson of Great or Little Limber and is a common malefactor and peace breaker.","char-offset:2967","EVENT","","","","","","","","",""
"ec720b40-1c14-40e5-a077-bfbcec1285c5","[577-710] Lincolnshire Inquest UTF8.txt","William","char-offset:2980","PERSON","","","","","","","","",""
"a2a7bfc9-cb3f-4d8c-9366-d19e2b13516d","[577-710] Lincolnshire Inquest UTF8.txt","Hugh Dampson","char-offset:3035","PERSON","","","","","","","","",""
"e174a533-793b-40e8-a335-93a649d143c6","[577-710] Lincolnshire Inquest UTF8.txt","Great or Little Limber","char-offset:3051","PLACE","","","","","","","NOT_IDENTIFIABLE","",""
"3f58dfbc-de64-4284-8393-9a7179eec41b","[577-710] Lincolnshire Inquest UTF8.txt","594 Robert de Grenfeld, coroner, on 24 May 1340 at Owston took 40d from Beatrice widow of William Traci of Owston to view the body of William Traci, feloniously killed.","char-offset:3120","EVENT","","","","","","","","",""
"34e9b951-9d56-44c2-8f1d-7ca275cac299","[577-710] Lincolnshire Inquest UTF8.txt","Robert de Grenfeld","char-offset:3124","PERSON","","","","","","","","",""
"2d605461-8a7c-4e8b-8690-55db29a9a44d","[577-710] Lincolnshire Inquest UTF8.txt","Owston","char-offset:3171","PLACE","","","","","","","UNVERIFIED","",""
"34c1e826-7d59-4e36-8073-3de58a749fb5","[577-710] Lincolnshire Inquest UTF8.txt","Beatrice","char-offset:3192","PLACE","http://sws.geonames.org/5063646","Beatrice","","40.26806","-96.74697","","UNVERIFIED","",""
"4c38c8e8-48d6-479b-9f2b-8251a4f54945","[577-710] Lincolnshire Inquest UTF8.txt","William Traci","char-offset:3210","PERSON","","","","","","","","",""
"16ff5d56-17aa-4c77-8109-a4ed7743d007","[577-710] Lincolnshire Inquest UTF8.txt","Owston","char-offset:3227","PLACE","","","","","","","UNVERIFIED","",""
"e6e56596-40c9-43a8-b68f-370abf587861","[577-710] Lincolnshire Inquest UTF8.txt","William Traci","char-offset:3254","PERSON","","","","","","","","",""
"f5cf5152-abc1-4d52-8aa2-0c539dd9a924","[577-710] Lincolnshire Inquest UTF8.txt","595 The same Robert on 23 Dec. 1340 took 40d from Sara widow of Robert Pingle to view the body of Robert Pingle.","char-offset:3289","EVENT","","","","","","","","",""
"584b3d08-f11d-480d-9a8c-3195f6d855e0","[577-710] Lincolnshire Inquest UTF8.txt","Robert","char-offset:3302","PERSON","","","","","","","","",""
"9f72931d-5298-4013-98a9-a0c66ffb2e1a","[577-710] Lincolnshire Inquest UTF8.txt","Sara","char-offset:3339","PERSON","","","","","","","","",""
"1719741a-3a9a-47da-b6b7-7226df492d1d","[577-710] Lincolnshire Inquest UTF8.txt","Robert Pingle","char-offset:3353","PERSON","","","","","","","","",""
"68b35008-8e03-4c09-9565-4392ef2c5fb3","[577-710] Lincolnshire Inquest UTF8.txt","Robert Pingle","char-offset:3387","PERSON","","","","","","","","",""
"23a91723-81b9-4584-9224-8992524dbfaa","[577-710] Lincolnshire Inquest UTF8.txt","596 The same Robert, coroner, on 28 May 1338 took 40d from Thomas Tull of Kinnard’s Ferry to view the body of Ralph Tul.","char-offset:3402","EVENT","","","","","","","","",""
"e795fc49-3382-4ea4-8b72-be82351e048f","[577-710] Lincolnshire Inquest UTF8.txt","Robert","char-offset:3415","PERSON","","","","","","","","",""
"f444f2b1-16e2-46da-8635-39b57be49259","[577-710] Lincolnshire Inquest UTF8.txt","Thomas Tull","char-offset:3461","PERSON","","","","","","","","",""
"d13f5301-24cb-446a-a1ac-73fb838fbc2a","[577-710] Lincolnshire Inquest UTF8.txt","Kinnard’s Ferry","char-offset:3476","PLACE","","","","","","","NOT_IDENTIFIABLE","",""
"bdf4ff01-116e-4f0d-b7ac-077e32e2e31e","[577-710] Lincolnshire Inquest UTF8.txt","Ralph Tul","char-offset:3512","PERSON","","","","","","","","",""
"83c64728-8d01-4c60-9f94-8640217aa38c","[577-710] Lincolnshire Inquest UTF8.txt","597 Gilbert Ledred, escheator, on 5 Oct. 1334, through John Ledered, his brother, took £10 from the vill of Washingborough for bondage after the death of John, earl of Richmond. Gilbert on the same day also extorted 50s from Hugh, reeve of the vill. [John Ledered reported dead: see 1130 below.]","char-offset:3538","EVENT","","","","","","","","",""
"4f87c188-93c5-4c78-9d34-11205deeee89","[577-710] Lincolnshire Inquest UTF8.txt","Gilbert Ledred","char-offset:3542","PERSON","","","","","","","","",""
"6d4a4886-74ad-49aa-a6e0-1fa4b5b766c5","[577-710] Lincolnshire Inquest UTF8.txt","John Ledered","char-offset:3593","PERSON","","","","","","","","",""
"3986f69a-9061-4d7d-bc34-1e6e1affe4a9","[577-710] Lincolnshire Inquest UTF8.txt","Washingborough","char-offset:3646","PERSON","","","","","","","","",""
"063ff1b1-cc41-49d7-9331-aea9bc424ad9","[577-710] Lincolnshire Inquest UTF8.txt","John, earl of Richmond","char-offset:3692","PERSON","","","","","","","","",""
"c8ee234b-109e-4cdf-9b11-a2b5627bf9e3","[577-710] Lincolnshire Inquest UTF8.txt","Richmond","char-offset:3706","PLACE","http://sws.geonames.org/962330","Richmond","","-29.87196","30.27235","","UNVERIFIED","",""
"eb16053d-1616-4d20-8a04-fc0a9451db08","[577-710] Lincolnshire Inquest UTF8.txt","Gilbert","char-offset:3716","PERSON","","","","","","","","",""
"1b7caa9f-d99a-40ff-8ce1-26871806961e","[577-710] Lincolnshire Inquest UTF8.txt","Hugh","char-offset:3763","PERSON","","","","","","","","",""
"f7e760f1-f3c1-42e3-893d-0d3795351389","[577-710] Lincolnshire Inquest UTF8.txt","John Ledered","char-offset:3789","PERSON","","","","","","","","",""
"43d77630-b27e-494f-8dc9-2ed7c3b7bccf","[577-710] Lincolnshire Inquest UTF8.txt","598 The same Gilbert on 6 Oct. 1337 took 4 oxen from Robert Basage of Harmston and detained them until Robert paid a fine of 10s. [See 72 above.]","char-offset:3834","EVENT","","","","","","","","",""
"2e9a1c6c-e9b7-4634-9c49-95233e570fd8","[577-710] Lincolnshire Inquest UTF8.txt","Gilbert","char-offset:3847","PERSON","","","","","","","","",""
"afe090d4-5c8f-4543-8556-1285e3960414","[577-710] Lincolnshire Inquest UTF8.txt","Robert Basage","char-offset:3887","PERSON","","","","","","","","",""
"6edcf2e0-e2a5-4899-8a23-12c2abd2e8ca","[577-710] Lincolnshire Inquest UTF8.txt","Harmston","char-offset:3904","PLACE","","","","","","","UNVERIFIED","",""
"2fa1a296-1a8d-430f-afc5-2e2f52e759d1","[577-710] Lincolnshire Inquest UTF8.txt","Robert","char-offset:3937","PERSON","","","","","","","","",""
"251f920b-802f-4d5f-862a-146b9d893f9c","[577-710] Lincolnshire Inquest UTF8.txt","599 Gilbert Ledered, escheator, seized lands belonging to the prior of Haverholme, even though the prior had a royal charter confirming all lands and holdings in Lincolnshire for himself and his heirs. Gilbert kept the lands until the prior paid a fine of 20s on T1 June 1334 at Haverholme. [See 73 above.]","char-offset:3980","EVENT","","","","","","","","",""
"d145c3f7-c7f7-4fd1-88d2-91883d1c4005","[577-710] Lincolnshire Inquest UTF8.txt","Gilbert Ledered","char-offset:3984","PERSON","","","","","","","","",""
"6bcf59e4-ddc9-4d99-a5b4-99620f7ef851","[577-710] Lincolnshire Inquest UTF8.txt","prior of Haverholme","char-offset:4042","PERSON","","","","","","","","",""
"ce5cc31f-1f6b-4f60-85fa-b445d816178a","[577-710] Lincolnshire Inquest UTF8.txt","Haverholme","char-offset:4051","PLACE","","","","","","","NOT_IDENTIFIABLE","",""
"3409aa54-1154-4b2b-b210-3204db80d7c2","[577-710] Lincolnshire Inquest UTF8.txt","prior","char-offset:4079","PERSON","","","","","","","","",""
"1f583371-930e-44c7-821d-bfd95506fdd4","[577-710] Lincolnshire Inquest UTF8.txt","Lincolnshire","char-offset:4142","PLACE","http://geo-kima.org/place/7074","Lincolnshire (England)","","","","","UNVERIFIED","",""
"96fbfb07-aac8-4381-a1a5-cde0da7ef79a","[577-710] Lincolnshire Inquest UTF8.txt","Gilbert","char-offset:4182","PERSON","","","","","","","","",""
"79021690-b063-49ba-94b4-294bb7201412","[577-710] Lincolnshire Inquest UTF8.txt","prior","char-offset:4215","PERSON","","","","","","","","",""
"54776029-1be3-4710-958b-24a61f7cf177","[577-710] Lincolnshire Inquest UTF8.txt","600 Thomas Rylyng of Burton [Pedwardine], subescheator, on 1 March 1338 at Stoke Rochford extorted 6s from Hugh son of Richard de Stoke and John in Angulo. [See 997 below.]","char-offset:4287","EVENT","","","","","","","","",""
"9c7872e1-e065-44a8-8918-23f4ffc2cecf","[577-710] Lincolnshire Inquest UTF8.txt","Thomas Rylyng","char-offset:4291","PERSON","","","","","","","","",""
"ee950785-3e29-4f81-979e-6be3708b4a95","[577-710] Lincolnshire Inquest UTF8.txt","Burton [Pedwardine]","char-offset:4308","PLACE","","","","","","","UNVERIFIED","",""
"0c1491aa-7267-45d0-aabf-4b26e4e0b3fc","[577-710] Lincolnshire Inquest UTF8.txt","Stoke Rochford","char-offset:4362","PLACE","http://dare.ht.lu.se/places/26143","Stoke Rochford","","52.841492","-0.620722","","VERIFIED","",""
"f507ce62-6c56-4237-84c3-03bb12233ac3","[577-710] Lincolnshire Inquest UTF8.txt","Hugh","char-offset:4394","PERSON","","","","","","","","",""
"5028dab2-2534-405f-bcc0-ef3e9b501149","[577-710] Lincolnshire Inquest UTF8.txt","Richard de Stoke","char-offset:4406","PERSON","","","","","","","","",""
"ada106c8-cd9b-46eb-af57-40b5aa492aaf","[577-710] Lincolnshire Inquest UTF8.txt","John in Angulo","char-offset:4427","PERSON","","","","","","","","",""
